id,cliente_id,servicio_id,barbero_id,fecha_hora,precio,estado,metodo_pago,cliente,servicio,barbero
115,1744,26,21,2023-09-19 17:00:00,50000.00,atendida,nequi,Sara Medina Parra,Masaje capilar,Wilmar Style
116,1376,5,24,2023-03-05 10:00:00,15000.00,atendida,nequi,Raúl Martínez Zapata,Corte de cabello Basico,El Negro Barber
117,480,27,10,2023-07-05 11:00:00,22000.00,atendida,tarjeta,Yesid Gutiérrez Vega,Tratamiento anticaida,Yeferson King
118,990,7,25,2023-11-30 17:00:00,13000.00,cancelada,daviplata,Diana Parra Bedoya,Arreglo de barba,Lucho Precision
119,1655,14,3,2024-01-10 14:00:00,15000.00,atendida,daviplata,Santiago Romero García,Corte + tinte,Juancho El Indio
120,1620,7,30,2023-02-28 09:00:00,13000.00,atendida,efectivo,Diego Mendoza García,Arreglo de barba,Pipe Navajas
121,740,13,11,2023-12-04 12:00:00,18000.00,atendida,transferencia,Angie Suárez Espinoza,Corte infantil,El Mono Barber
122,1364,24,29,2024-01-12 17:00:00,50000.00,atendida,nequi,Marcela Ortiz Medina,Corte + barba + cejas,El Calvo Cuts
123,987,2,11,2024-09-15 10:00:00,15000.00,cancelada,tarjeta,Xiomara Morales Jiménez,Corte de cabello Basico + barba,El Mono Barber
124,205,20,25,2024-09-03 15:00:00,22000.00,cancelada,nequi,Fabian Pérez Jiménez,Depilacion de cejas,Lucho Precision
125,406,5,21,2023-10-17 08:00:00,15000.00,cancelada,efectivo,Monica Parra Ruiz,Corte de cabello Basico,Wilmar Style
126,403,12,11,2024-01-14 18:00:00,12000.00,atendida,daviplata,Steven Ocampo Guerrero,Corte moderno,El Mono Barber
127,344,14,20,2024-10-03 18:00:00,15000.00,cancelada,efectivo,Natalia Ortiz Cárdenas,Corte + tinte,El Paisa Cuts
128,1157,17,6,2024-09-30 08:00:00,20000.00,atendida,daviplata,Sergio Muñoz Vargas,Barba + hidratacion,Chelo Cuts
129,740,26,17,2023-03-27 08:00:00,50000.00,atendida,transferencia,Angie Suárez Espinoza,Masaje capilar,Kevin El Maestro
130,1262,19,26,2023-01-19 08:00:00,60000.00,atendida,tarjeta,Juan Pérez Pérez,Cejas + barba,Andres El Pro
131,777,28,18,2024-08-01 11:00:00,55000.00,atendida,efectivo,Rodrigo Rodríguez Reyes,Pack novio completo,Nico Estilo
132,1592,15,8,2024-07-04 08:00:00,14000.00,atendida,transferencia,Sofia Zapata Ramírez,Tinte completo,Tato Fade
133,1870,16,29,2024-04-26 11:00:00,8000.00,cancelada,transferencia,Sebastián Gutiérrez Espinoza,Barba completa,El Calvo Cuts
134,1243,23,22,2023-09-20 17:00:00,30000.00,atendida,transferencia,Fernando Gutiérrez Martínez,Keratina,Diego Fadero
135,61,6,21,2024-01-29 09:00:00,14000.00,atendida,efectivo,Carolina Romero Rojas,Corte de cabello Basico + barba,Wilmar Style
136,691,16,2,2023-05-19 11:00:00,8000.00,cancelada,nequi,Ana Romero Medina,Barba completa,Maicol Style
137,514,25,19,2024-12-19 16:00:00,80000.00,atendida,efectivo,Sebastián Flores Correa,Corte + hidratacion,Fercho Barber
138,1024,29,18,2024-07-25 12:00:00,50000.00,cancelada,transferencia,Leidy Silva García,Coloracion fantasia,Nico Estilo
139,1537,8,26,2024-02-20 17:00:00,16000.00,atendida,tarjeta,Alejandro Suárez Bedoya,Corte + lavado,Andres El Pro
140,829,17,10,2023-06-15 12:00:00,20000.00,atendida,daviplata,Alejandro López Cruz,Barba + hidratacion,Yeferson King
141,1359,24,15,2024-12-05 14:00:00,50000.00,atendida,daviplata,Claudia Parra Rodríguez,Corte + barba + cejas,Jhon Navajas
142,1025,27,24,2023-01-10 12:00:00,22000.00,atendida,daviplata,Miguel Jiménez Rivera,Tratamiento anticaida,El Negro Barber
143,891,16,4,2024-04-20 12:00:00,8000.00,cancelada,tarjeta,Wilmar Reyes Ramírez,Barba completa,Mateo Barber
144,1977,22,23,2023-01-07 14:00:00,15000.00,cancelada,nequi,Nathaly Bedoya Sánchez,Hidratacion capilar,Santi Premium
145,1983,29,15,2023-11-13 15:00:00,50000.00,atendida,tarjeta,Lizeth Pérez Cruz,Coloracion fantasia,Jhon Navajas
146,996,22,22,2024-12-29 16:00:00,15000.00,atendida,daviplata,David Arias Ramírez,Hidratacion capilar,Diego Fadero
147,1466,2,3,2023-01-09 11:00:00,15000.00,atendida,tarjeta,Cristian Cárdenas Rojas,Corte de cabello Basico + barba,Juancho El Indio
148,830,30,29,2024-11-27 10:00:00,40000.00,atendida,efectivo,Maria Montoya Rojas,Corte + lavado + barba,El Calvo Cuts
149,227,22,18,2023-09-20 12:00:00,15000.00,atendida,efectivo,Fabian Bedoya Montoya,Hidratacion capilar,Nico Estilo
150,135,1,12,2024-04-16 14:00:00,12000.00,cancelada,tarjeta,Sofia Cruz Peña,Corte de cabello Basico,Duvan Fresh
151,228,23,16,2023-04-19 16:00:00,30000.00,atendida,efectivo,Ricardo Correa Martínez,Keratina,Sebastián Blade
152,989,12,18,2024-06-24 11:00:00,12000.00,cancelada,daviplata,Kevin Muñoz Espinoza,Corte moderno,Nico Estilo
153,249,22,7,2023-04-14 11:00:00,15000.00,atendida,tarjeta,Diego Herrera Martínez,Hidratacion capilar,Pipe El Crack
154,1165,13,24,2023-07-13 09:00:00,18000.00,atendida,transferencia,Deisy Ramos Suárez,Corte infantil,El Negro Barber
155,1149,22,18,2023-01-02 17:00:00,15000.00,cancelada,daviplata,Mateo Peña Ocampo,Hidratacion capilar,Nico Estilo
156,1355,27,20,2024-03-20 15:00:00,22000.00,atendida,efectivo,Carolina Sánchez Ortiz,Tratamiento anticaida,El Paisa Cuts
157,468,14,30,2023-02-17 11:00:00,15000.00,atendida,nequi,Alejandro Gutiérrez Parra,Corte + tinte,Pipe Navajas
158,893,10,8,2024-12-22 12:00:00,35000.00,cancelada,tarjeta,Nathaly Sánchez Rodríguez,Corte navaja,Tato Fade
159,109,15,26,2024-11-14 12:00:00,14000.00,atendida,nequi,Adriana Ortiz Vega,Tinte completo,Andres El Pro
160,918,16,9,2023-05-09 09:00:00,8000.00,cancelada,efectivo,Miguel Parra Díaz,Barba completa,Brayan Scissors
161,1884,26,19,2023-12-21 11:00:00,50000.00,atendida,tarjeta,Samuel Delgado Ruiz,Masaje capilar,Fercho Barber
162,1911,12,19,2023-01-08 09:00:00,12000.00,atendida,nequi,Yeison Díaz Gómez,Corte moderno,Fercho Barber
163,1982,26,21,2023-08-25 18:00:00,50000.00,atendida,efectivo,Raúl Parra Ramírez,Masaje capilar,Wilmar Style
164,653,20,21,2023-03-14 08:00:00,22000.00,cancelada,daviplata,Jorge Londoño Ríos,Depilacion de cejas,Wilmar Style
165,82,22,5,2023-09-08 11:00:00,15000.00,cancelada,transferencia,Mauricio Silva Bedoya,Hidratacion capilar,El Vikingo
166,1195,25,25,2024-03-02 09:00:00,80000.00,atendida,transferencia,Felipe Medina Moreno,Corte + hidratacion,Lucho Precision
167,466,26,17,2024-11-26 11:00:00,50000.00,cancelada,daviplata,Luis Ruiz Ramírez,Masaje capilar,Kevin El Maestro
168,1901,24,28,2024-08-06 12:00:00,50000.00,atendida,efectivo,Alejandro Silva Medina,Corte + barba + cejas,Yeison Barber
169,136,18,29,2023-01-13 10:00:00,22000.00,cancelada,daviplata,Carlos Muñoz Medina,Afeitado clasico navaja,El Calvo Cuts
170,1870,16,11,2023-11-11 08:00:00,8000.00,atendida,efectivo,Sebastián Gutiérrez Espinoza,Barba completa,El Mono Barber
171,340,25,24,2023-05-21 17:00:00,80000.00,cancelada,nequi,Alejandro Ramos Montoya,Corte + hidratacion,El Negro Barber
172,230,17,11,2024-07-18 15:00:00,20000.00,cancelada,efectivo,Kevin Ríos Arias,Barba + hidratacion,El Mono Barber
173,491,17,17,2024-03-31 09:00:00,20000.00,atendida,tarjeta,Paula Silva Medina,Barba + hidratacion,Kevin El Maestro
174,1356,24,31,2024-03-24 15:00:00,50000.00,atendida,nequi,Esteban Londoño Londoño,Corte + barba + cejas,Cristian Fade
175,878,6,11,2023-11-15 16:00:00,14000.00,cancelada,daviplata,Alejandro Vargas Reyes,Corte de cabello Basico + barba,El Mono Barber
176,1889,30,14,2023-10-28 12:00:00,40000.00,cancelada,nequi,Andrés Romero Medina,Corte + lavado + barba,El Tigre Cuts
177,424,11,15,2024-03-29 18:00:00,25000.00,atendida,efectivo,Maria Rojas Ramírez,Corte clasico,Jhon Navajas
178,48,18,21,2023-01-30 17:00:00,22000.00,atendida,nequi,Diana García Cruz,Afeitado clasico navaja,Wilmar Style
179,1770,12,10,2023-09-24 15:00:00,12000.00,cancelada,efectivo,Luis Herrera Suárez,Corte moderno,Yeferson King
180,1308,25,16,2024-04-06 16:00:00,80000.00,atendida,transferencia,Catalina Torres Ruiz,Corte + hidratacion,Sebastián Blade
181,925,20,7,2023-04-13 15:00:00,22000.00,atendida,nequi,Duvan Ramos Ramírez,Depilacion de cejas,Pipe El Crack
182,307,12,11,2023-10-25 12:00:00,12000.00,atendida,nequi,Ricardo Mendoza Ortiz,Corte moderno,El Mono Barber
183,122,28,2,2024-12-24 12:00:00,55000.00,cancelada,efectivo,Sofia García Montoya,Pack novio completo,Maicol Style
184,1532,18,22,2024-04-19 11:00:00,22000.00,atendida,transferencia,Mariana Gutiérrez Rodríguez,Afeitado clasico navaja,Diego Fadero
185,1440,21,2,2024-04-29 09:00:00,25000.00,atendida,daviplata,Diego Zapata Salazar,Limpieza facial,Maicol Style
186,1214,23,16,2023-11-07 14:00:00,30000.00,cancelada,nequi,Raúl Ríos Sánchez,Keratina,Sebastián Blade
187,1588,26,14,2024-03-02 12:00:00,50000.00,atendida,tarjeta,Kevin Ramírez García,Masaje capilar,El Tigre Cuts
188,2007,9,27,2023-07-18 14:00:00,10000.00,cancelada,tarjeta,Ferney Díaz Correa,Corte degradado,Tomas Clipper
189,1579,8,15,2024-01-18 08:00:00,16000.00,atendida,transferencia,Diana Castro Díaz,Corte + lavado,Jhon Navajas
190,1145,12,15,2023-08-01 09:00:00,12000.00,atendida,transferencia,Mariana Ruiz Ocampo,Corte moderno,Jhon Navajas
191,758,11,24,2023-02-27 11:00:00,25000.00,atendida,tarjeta,Diana Parra Correa,Corte clasico,El Negro Barber
192,1228,7,23,2023-04-01 10:00:00,13000.00,cancelada,transferencia,Ferney Cárdenas Londoño,Arreglo de barba,Santi Premium
193,1458,13,17,2023-11-02 18:00:00,18000.00,atendida,tarjeta,Sebastián Morales Díaz,Corte infantil,Kevin El Maestro
194,434,26,12,2024-09-16 08:00:00,50000.00,cancelada,daviplata,Lizeth Montoya Ocampo,Masaje capilar,Duvan Fresh
195,1190,8,3,2024-03-03 18:00:00,16000.00,atendida,efectivo,Johana Mendoza Reyes,Corte + lavado,Juancho El Indio
196,1008,10,13,2024-05-26 18:00:00,35000.00,atendida,daviplata,Catalina Montoya Herrera,Corte navaja,Camilo Pro
197,196,24,27,2024-11-16 10:00:00,50000.00,cancelada,transferencia,Samuel Ruiz Zapata,Corte + barba + cejas,Tomas Clipper
198,904,8,8,2023-09-04 09:00:00,16000.00,atendida,efectivo,Carolina Díaz Cruz,Corte + lavado,Tato Fade
199,318,13,11,2023-12-25 16:00:00,18000.00,atendida,daviplata,Adriana Bedoya Ruiz,Corte infantil,El Mono Barber
200,1689,5,9,2023-03-03 15:00:00,15000.00,atendida,transferencia,Yulieth Herrera Cárdenas,Corte de cabello Basico,Brayan Scissors
201,1861,26,20,2023-06-30 12:00:00,50000.00,atendida,tarjeta,Fernando Rojas Parra,Masaje capilar,El Paisa Cuts
202,280,22,26,2024-11-28 17:00:00,15000.00,atendida,efectivo,Cristian Suárez Suárez,Hidratacion capilar,Andres El Pro
203,1220,29,6,2023-05-18 16:00:00,50000.00,atendida,transferencia,Ricardo Gómez Arias,Coloracion fantasia,Chelo Cuts
204,438,1,25,2024-09-21 16:00:00,12000.00,atendida,tarjeta,Ferney Rodríguez González,Corte de cabello Basico,Lucho Precision
205,1215,8,11,2023-10-23 09:00:00,16000.00,cancelada,daviplata,Adriana Moreno Ramos,Corte + lavado,El Mono Barber
206,307,5,10,2023-03-03 17:00:00,15000.00,cancelada,transferencia,Ricardo Mendoza Ortiz,Corte de cabello Basico,Yeferson King
207,1483,16,26,2023-08-31 09:00:00,8000.00,atendida,tarjeta,Deisy Ocampo Castro,Barba completa,Andres El Pro
208,441,13,16,2024-03-09 11:00:00,18000.00,cancelada,daviplata,Samuel Sánchez Flores,Corte infantil,Sebastián Blade
209,1835,11,31,2023-05-28 11:00:00,25000.00,cancelada,tarjeta,Patricia Zapata Moreno,Corte clasico,Cristian Fade
